,position,title,link,displayed_link,date,snippet,snippet_highlighted_words,sitelinks,about_this_result,about_page_link,cached_page_link,related_pages_link,rich_snippet,query,lang,country,termid,related_results,related_questions,thumbnail,images
5,6,Gases de efecto invernadero y el cambio climatico - IDEAM,http://www.ideam.gov.co/documents/21021/21138/Gases+de+Efecto+Invernadero+y+el+Cambio+Climatico.pdf,http://www.ideam.gov.co › documents › Gases+de...,102 páginas,"En la atmósfera de la Tierra, los principales gases de efecto invernadero (GEI) son el vapor de agua (H2O), el dióxido de carbono (CO2), el óxido nitroso (N2O), ...",,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
6,7,GASES DE EFECTO INVERNADERO - CCPY,http://www.ccpy.gob.mx/cambio-climatico/gases-efecto-invernadero.php,http://www.ccpy.gob.mx › cambio-climatico › gases-ef...,,"Los Gases de Efecto Invernadero (GEI) son componentes gaseosos de la atmósfera, naturales y resultantes de la actividad humana, que absorben y emiten ...",,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
7,8,Gases de efecto invernadero | Oceana Europe,https://europe.oceana.org/es/node/46897,https://europe.oceana.org › node,,"Los gases de invernadero más comunes e importantes son el dióxido de carbono, el óxido nitroso y el metano.",,,,,,,,Gas de efecto invernadero,es,ES,66,,,,
0,1,Definición de infección - Diccionario de cáncer del NCI,https://www.cancer.gov/espanol/publicaciones/diccionarios/diccionario-cancer/def/infeccion,https://www.cancer.gov › diccionarios › def › infeccion,,"Invasión y multiplicación de gérmenes en el cuerpo. Los gérmenes pueden ser bacterias, virus, hongos u otros microorganismos. Las infecciones empiezan en ...",['infecciones'],,,,,,,Infección,es,ES,68,,,,
1,2,Infección | Cancer.Net,https://www.cancer.net/es/asimilaci%C3%B3n-con-c%C3%A1ncer/efectos-f%C3%ADsicos-emocionales-y-sociales-del-c%C3%A1ncer/manejo-de-los-efectos-secundarios-f%C3%ADsicos/infecci%C3%B3n,https://www.cancer.net › asimilación-con-cáncer › infec...,,"Se produce una infección cuando el sistema inmunitario del cuerpo es incapaz de combatir las bacterias, los virus y demás patógenos.",['infección'],,,,,,,Infección,es,ES,68,,,,
2,3,"¿Qué son las infecciones? | Conoce los síntomas, prevención ...",https://policlinicametropolitana.org/informacion-de-salud/infecciones-tipo-sintomas-prevencion/,https://policlinicametropolitana.org › infecciones-tipo-si...,4 mar 2020,"Las infecciones son un proceso en el que un microorganismo se aloja en el cuerpo de una persona y comienza a multiplicarse, causando ciertas ...",['infecciones'],"{'inline': [{'title': 'Infecciones bacterianas', 'link': 'https://policlinicametropolitana.org/informacion-de-salud/infecciones-tipo-sintomas-prevencion/#texto-ancla1'}, {'title': 'Infecciones virales', 'link': 'https://policlinicametropolitana.org/informacion-de-salud/infecciones-tipo-sintomas-prevencion/#texto-ancla2'}, {'title': 'Infecciones parasitarias', 'link': 'https://policlinicametropolitana.org/informacion-de-salud/infecciones-tipo-sintomas-prevencion/#texto-ancla4'}]}",,,,,,Infección,es,ES,68,,,,
3,4,Causas de infecciones (gérmenes) - American Cancer Society,https://www.cancer.org/es/tratamiento/tratamientos-y-efectos-secundarios/efectos-secundarios-fisicos/recuentos-sanguineos-bajos/infecciones/riesgo-de-infecciones.html,https://www.cancer.org › recuentos-sanguineos-bajos,,Las infecciones son una de las complicaciones más comunes del cáncer y del tratamiento del cáncer. Esto se debe a que el cáncer y los tratamientos contra el ...,['infecciones'],,,,,,,Infección,es,ES,68,"[{'position': 1, 'title': 'Cómo manejar y tratar las infecciones - American Cancer ...', 'link': 'https://www.cancer.org/es/tratamiento/tratamientos-y-efectos-secundarios/efectos-secundarios-fisicos/recuentos-sanguineos-bajos/infecciones/causas-germenes-y-tratamiento-de-infecciones-en-personas-con-cancer.html', 'displayed_link': 'https://www.cancer.org › tratamiento › infecciones › ca...', 'snippet': 'La gente con cáncer puede contraer muchos tipos de infecciones diversas. Descubra más sobre las causas y los tratamientos para estas infecciones.', 'snippet_highlighted_words': ['infecciones', 'infecciones']}]",,,
4,5,Conozca los signos y síntomas de una infección - CDC,https://www.cdc.gov/spanish/cancer/preventinfections/symptoms.htm,https://www.cdc.gov › preventinfections › symptoms,,"Si está recibiendo quimioterapia, su cuerpo no sería capaz de combatir las infecciones como lo hacía antes del tratamiento. Cuando su número de glóbulos ...",['infecciones'],,,,,,,Infección,es,ES,68,,,,
5,6,Desarrollo de la infección - MSD Manuals,https://www.msdmanuals.com/es-es/hogar/infecciones/biolog%C3%ADa-de-las-enfermedades-infecciosas/desarrollo-de-la-infecci%C3%B3n,https://www.msdmanuals.com › hogar › infecciones › d...,,"Desarrollo de la infección · Los gérmenes siguen multiplicándose y desbordan las defensas del organismo. · Se alcanza un estado de equilibrio, que provoca una ...",['infección'],,,,,,,Infección,es,ES,68,,,,
6,7,Infección - Chemocare,https://chemocare.com/es/chemotherapy/side-effects/infeccioacuten.aspx,https://chemocare.com › side-effects › infeccioacuten,,"Una infección se define como el proceso por el cual ingresan gérmenes a una parte susceptible del cuerpo y se multiplican, provocando una enfermedad.",['infección'],,,,,,"{'bottom': {'detected_extensions': {'anc_menor_que_riesgo_de_infección_extr': 100, 'anc_mayor_que_no_hay_aumento_del_rie': 1500, 'anc_riesgo_de_infección_elevado': 100, 'anc_leve_aumento_del_riesgo_de_i': 1000}, 'extensions': ['ANC menor que 100: Riesgo de infección extr...', 'ANC mayor que 1500: No hay aumento del rie...', 'ANC 100-500: Riesgo de infección elevado', 'ANC 1000-1500: Leve aumento del riesgo de i...']}}",Infección,es,ES,68,,,,
0,1,¿QUÉ SON LAS INUNDACIONES? | - Floodup,http://www.floodup.ub.edu/inundaciones/,http://www.floodup.ub.edu › inundaciones,,Una inundación es la ocupación por parte del agua de zonas o regiones que habitualmente se encuentran secas. Normalmente es consecuencia de la aportación ...,['inundación'],,,,,,,Inundación,es,ES,70,,,https://serpapi.com/searches/627cffd4c47d3c493ab7eca6/images/f8e6bf70eaaedbe80a067c982329578ff0234e4478ce158bf561a924d1111953.jpeg,
1,2,Inundaciones | Ready.gov,https://www.ready.gov/es/inundaciones,https://www.ready.gov › inundaciones,25 ene 2022,Las inundaciones son desbordamientos de agua temporales hacia terrenos que normalmente están secos. Las inundaciones son el tipo de desastre ...,"['inundaciones', 'inundaciones']",,,,,,,Inundación,es,ES,70,,,https://serpapi.com/searches/627cffd4c47d3c493ab7eca6/images/f8e6bf70eaaedbe80a067c982329578f553bf15c56d8c469145cc8c856b76013.jpeg,
2,3,Inundaciones - Telemadrid,https://www.telemadrid.es/tag/Inundaciones/,https://www.telemadrid.es › tag › Inundaciones,,Inundaciones · Lo que se debe hacer y lo que no si nuestro coche se ve atrapado en una inundación. Madrid activa el plan de emergencias ante posibles ...,"['Inundaciones', 'inundación']",,,,,,,Inundación,es,ES,70,,,,
3,4,¿Qué es una inundación? | iAgua,https://www.iagua.es/respuestas/que-es-inundacion,https://www.iagua.es › iAgua Respuestas › Inundaciones,,"Una inundación es la ocupación por parte del agua de zonas o regiones que habitualmente se encuentran secas, como consecuencia de la aportación inusual y más o ...",['inundación'],,,,,,,Inundación,es,ES,70,,,https://serpapi.com/searches/627cffd4c47d3c493ab7eca6/images/f8e6bf70eaaedbe80a067c982329578f5c72545363df3ddb1158b8022cdc3278.jpeg,
4,5,Inundaciones en EL PAÍS,https://elpais.com/noticias/inundaciones/,https://elpais.com › noticias › inundaciones,,"Todas las noticias sobre Inundaciones publicadas en EL PAÍS. Información, novedades y última hora sobre Inundaciones.","['Inundaciones', 'Inundaciones']",,,,,,,Inundación,es,ES,70,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROjYUSZMKaNPzk3wi0h16Iqj0eERA9JzMj9_vXitsnFpKX6frbvbKvhhukkR50FQiXXyQB&s,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROjYUSZMKaNPzk3wi0h16Iqj0eERA9JzMj9_vXitsnFpKX6frbvbKvhhukkR50FQiXXyQB&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpkLPh_SX_SCTgstbJV0q8cMzAfu4bwgdol0hjTw6RTXpuWZx_bLHRRtaMAWGMHsQQQQ4&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi_a42YpO8Vp53MAcju7sK4j4_AClX1Di8f5UvGqVu3BIG2CjvsJjEpWkCTl1CMTSCR33p&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvOIw0vsdokkVyMkof2vxGMN7v0sSzUhTGTSYIRIxsGRfNM_-UVvMduflYwsVpGNDmgYw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSn9jQYHP_Hakqej-uhdECbSGhQEdfFqfzTBg1m1VgH7LL_jurA_QvQR_PwODtG9BHf1IVJ&s']"
5,6,inundación - sinónimos y antónimos - WordReference.com,https://www.wordreference.com/sinonimos/inundaci%C3%B3n,https://www.wordreference.com › sinonimos › inundaci...,,"inundación. aluvión, crecida, anegación, desbordamiento, riada, avenida. Antónimos: sequía. invasión, avalancha, muchedumbre, multitud, abundancia.",['inundación'],,,,,,,Inundación,es,ES,70,,,,
6,7,Inundación – SundanceTV España,https://www.sundancetv.es/series/inundacion,https://www.sundancetv.es › series › inundacion,,Inundación. Sobre la Serie. PAÍS. PAISES BAJOS. GÉNERO. Drama. SINOPSIS. ¿ ...,['Inundación'],,,,,,,Inundación,es,ES,70,,,,
7,8,inundación - Traducción al inglés – Linguee,https://www.linguee.es/espanol-ingles/traduccion/inundaci%C3%B3n.html,https://www.linguee.es › espanol-ingles › traduccion › i...,,"A pesar de la fuerte lluvia, no hubo ninguna inundación. — Despite the heavy rain, there was no flooding. menos frecuente:.",['inundación'],,,,,,,Inundación,es,ES,70,,,,
0,1,Sequía - Serie dramática en RTVE Play,https://www.rtve.es/play/videos/sequia/,https://www.rtve.es › Play,,"Sequía en RTVE Play. Disfruta del género drama y de los mejores programas, series, películas, podcast e informativos gratis en la plataforma de RTVE.",['Sequía'],"{'inline': [{'title': 'Episodio 1', 'link': 'https://www.rtve.es/play/videos/sequia/episodio-1/6287979/'}, {'title': 'Episodio 2', 'link': 'https://www.rtve.es/play/videos/sequia/episodio-2/6305758/'}, {'title': 'Serie Sequía: Episodio 5, en...', 'link': 'https://www.rtve.es/play/videos/sequia/episodio-5/6373109/'}, {'title': 'Episodio 7', 'link': 'https://www.rtve.es/play/videos/sequia/episodio-7/6376963/'}]}",,,,,,Sequía,es,ES,71,,,,
1,2,"Sequía - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Sequ%C3%ADa,https://es.wikipedia.org › wiki › Sequía,,La sequía es una anomalía climatológica transitoria en la que la disponibilidad de agua se sitúa por debajo de lo habitual de un área geográfica.,['sequía'],,,,,,,Sequía,es,ES,71,,,,
2,3,Tipos de sequía - Ministerio de Transición Ecológica,https://www.miteco.gob.es/es/agua/temas/observatorio-nacional-de-la-sequia/que-es-la-sequia/Observatorio_Nacional_Sequia_1_1_tipos_sequia.aspx,https://www.miteco.gob.es › temas › que-es-la-sequia,,"Además este tipo de sequía también puede implicar temperaturas más altas, vientos de fuerte intensidad, humedad relativa baja, incremento de la ...",['sequía'],,,,,,,Sequía,es,ES,71,"[{'position': 1, 'title': '¿Qué es la sequía?', 'link': 'https://www.miteco.gob.es/es/agua/temas/observatorio-nacional-de-la-sequia/que-es-la-sequia/', 'displayed_link': 'https://www.miteco.gob.es › temas › que-es-la-sequia', 'snippet': 'La sequía supone una anomalía transitoria, más o menos prolongada, caracterizada por un periodo de tiempo con valores de las precipitaciones inferiores a ...', 'snippet_highlighted_words': ['sequía']}]",,,
3,4,Sequía en EL PAÍS,https://elpais.com/noticias/sequia/,https://elpais.com › noticias › sequia,hace 1 día,"Todas las noticias sobre Sequía publicadas en EL PAÍS. Información, novedades y última hora sobre Sequía.","['Sequía', 'Sequía']",,,,,,,Sequía,es,ES,71,"[{'position': 1, 'title': 'Los Ángeles impone el racionamiento de agua más estricto ...', 'link': 'https://elpais.com/clima-y-medio-ambiente/2022-05-11/los-angeles-impone-el-racionamiento-de-agua-mas-estricto-ante-la-sequia.html', 'displayed_link': 'https://elpais.com › Los Ángeles', 'date': 'hace 1 día', 'snippet': 'Adiós a los verdes jardines del sur de California. La severa sequía que afecta al Estado más poblado de Estados Unidos ha obligado a imponer ...', 'snippet_highlighted_words': ['sequía']}]",,,
4,5,Sequía - Telemadrid,https://www.telemadrid.es/tag/Sequia/,https://www.telemadrid.es › tag › Sequia,,"47 resultados del tag Sequía · La primavera será cálida en toda España, tras el invierno más seco en 61 años · Protesta agraria en Madrid este martes previa a la ...",['Sequía'],,,,,,,Sequía,es,ES,71,,,,
5,6,Sequía : FAO in Emergencies,https://www.fao.org/emergencies/tipos-de-peligros-y-de-emergencias/sequia/es/,https://www.fao.org › emergencies › sequia,,"La sequía es uno de los peligros naturales más devastadores que paraliza la producción de alimentos, agota los pastizales, perturba los mercados y, ...",['sequía'],,,,,,,Sequía,es,ES,71,,,,
6,7,Últimas noticias de Sequía en 20minutos.es,https://www.20minutos.es/minuteca/sequia/,https://www.20minutos.es › minuteca › sequia,,Agricultura aprueba un plan contra la sequía con medidas fiscales y financieras por 450 millones de euros.,['sequía'],,,,,,,Sequía,es,ES,71,,,,
0,1,Qu'est-ce que la malnutrition ? - Action contre la Faim,https://www.actioncontrelafaim.org/a-la-une/quest-ce-que-la-malnutrition/,https://www.actioncontrelafaim.org › Accueil › À la Une,19 juin 2020,"Selon l'OMS, la malnutrition se définit par les carences, les excès ou les déséquilibres dans l'apport énergétique et/ou nutritionnel d'une ...",['malnutrition'],,,,,,,Malnutrition,fr,FR,53,,,,
1,2,Malnutrition - Wikipédia,https://fr.wikipedia.org/wiki/Malnutrition,https://fr.wikipedia.org › wiki › Malnutrition,,La malnutrition est un état physiopathologique résultant de l'influence combinée de la sur- ou sous-nutrition (déficience ou excès de calories ou d'un ou ...,['malnutrition'],"{'inline': [{'title': 'Effets', 'link': 'https://fr.wikipedia.org/wiki/Malnutrition#Effets'}, {'title': 'Psychologie', 'link': 'https://fr.wikipedia.org/wiki/Malnutrition#Psychologie'}, {'title': 'Cancer', 'link': 'https://fr.wikipedia.org/wiki/Malnutrition#Cancer'}, {'title': 'Lutte contre la malnutrition', 'link': 'https://fr.wikipedia.org/wiki/Malnutrition#Lutte_contre_la_malnutrition'}]}",,,,,"{'bottom': {'detected_extensions': {'price': 10, 'currency': 'CIM- E', 'cim': 9}, 'extensions': ['CIM-10 : E46', 'CIM-9 : 263.9']}}",Malnutrition,fr,FR,53,,,,
2,3,Les problèmes liés à la malnutrition - Humanium,https://www.humanium.org/fr/comprendre-droits-enfant/droit-a-l-alimentation/malnutrition/,https://www.humanium.org › droit-a-l-alimentation › m...,,"La sous alimentation et la malnutrition ont des conséquences graves sur la santé des enfants, surtout pour les plus jeunes. Les trois carences majeures en ...",['malnutrition'],,,,,,,Malnutrition,fr,FR,53,,,,
3,4,"Les enfants : attention, population fragile",https://www.msf.fr/decryptages/les-enfants-attention-population-fragile,https://www.msf.fr › Nos décryptages,,La malnutrition pourrait être plus efficacement combattue grâce à l'utilisation à grande échelle d'aliments thérapeutiques et de la généralisation du suivi de ...,['malnutrition'],,,,,,,Malnutrition,fr,FR,53,,,,
4,5,LA MALNUTRITION,https://www.unicef.fr/sites/default/files/fiche_thematique_malnutrition.pdf,https://www.unicef.fr › sites › default › files › fich...,,"La malnutrition entraine des séquelles physiques, parfois mentales Les 1 000 premiers jours de la vie de l'enfant sont les plus déterminants car une ...",['malnutrition'],,,,,,,Malnutrition,fr,FR,53,"[{'position': 1, 'title': 'Nutrition', 'link': 'https://www.unicef.fr/dossier/nutrition', 'displayed_link': 'https://www.unicef.fr › dossier › nutrition', 'snippet': ""La malnutrition entraine des séquelles physiques, parfois mentales Les 1 000 premiers jours de la vie de l'enfant sont les plus déterminants car une ..."", 'snippet_highlighted_words': ['malnutrition']}]",,,
5,6,Définitions : malnutrition - Dictionnaire de français Larousse,https://www.larousse.fr/dictionnaires/francais/malnutrition/48936,https://www.larousse.fr › dictionnaires › francais › maln...,,État nutritionnel qui s'écarte de la normale définie par les physiologistes et qui est la conséquence d'une alimentation mal équilibrée en quantité et/ou en ...,,,,,,,,Malnutrition,fr,FR,53,,,,
